method,fit_time,gen_time,total_time,tstr,tstr_ratio,fidelity
MISATA,0.4791741371154785,0.032994747161865234,0.5121688842773438,0.8998153591717217,0.9966500318372444,0.9926999999999999
TabDDPM,1.2750487327575684,0.37062907218933105,1.6456778049468994,0.8417922620766995,0.9323827119058747,0.7645333333333332
