pearson_similarity,kendall_tau,spearman_similarity,tail_preservation,fidelity_20seed_mean,fidelity_20seed_std,tstr_20seed_mean,tstr_20seed_std,nonlinear_scm_correlation,covtype_fidelity,covtype_tstr_ratio,dcr_mean,dcr_5th,mia_auc,mia_advantage,multi_model_tstr_mean,multi_model_tstr_std
0.9928646724561907,0.003192201011729138,0.9899121366748908,0.99656,0.9922566666666665,0.0009270832397003598,0.9010565873164211,0.004210106319252488,0.9251384261153809,0.9973499999999998,0.8979009947216516,1.6787916783446855,0.723383131564633,0.8680108004800213,0.7360216009600427,1.0020598102977727,0.010852926041519245
