method,statistical_fidelity,marginal_similarity,correlation_similarity,mean_preservation,std_preservation,tstr_roc_auc,tstr_f1,tstr_ratio,generation_time,fit_time,rows_per_second
MISATA-IPF-v2,0.9939836918012521,0.997031122031122,0.9946302297478206,0.9924528398209087,0.9918205756051572,0.8853695497410289,0.7010550996483002,0.9718788449877889,0.1513967514038086,2.1373257637023926,172051.24785355682
