name,fit_time_mean,fit_time_std,gen_time_mean,gen_time_std,total_time,gen_throughput,n_runs,n_generate,speedup_vs_ctgan
CTGAN,31.15381133556366,5.9225980043411255,0.4107476472854614,0.001782536506652832,31.56455898284912,24345.848518154016,2,10000,1.0
GaussianCopula,4.6499684651692705,0.0646723066432409,0.4324624538421631,0.005524288040692067,5.082430919011434,23123.394669655474,3,10000,6.210523957104495
MISATA-IPF,1.1319072246551514,0.014822809588673944,0.0686570644378662,0.002933243268377008,1.2005642890930175,145651.43560791004,5,10000,26.291435843635657
Faker,3.7511189778645836e-05,3.8262695049319976e-06,0.42687026659647626,0.007222686946739406,0.4269077777862549,23426.321256179403,3,10000,73.93765263900376
