method,n_runs,fidelity_mean,fidelity_std,marginal_mean,marginal_std,correlation_mean,correlation_std,detection_auc_mean,detection_auc_std,tstr_auc_mean,tstr_auc_std,trtr_auc,tstr_ratio
MISATA-IPF (Held-Out),5,0.9893928867940096,0.0017020922741201587,0.9915847665847666,0.0004954891498908481,0.9934074752756604,0.0005659233154353981,0.9725003516140329,0.0031615138046016712,0.8876684859990508,0.0014440322248149052,0.9083255736571676,0.977258057840488
